State ,Region,Year,CP,CP Code,Core/Supp,Units,Forest,Grassland,Cropland,CP Coverage,FY-Year,Financial Assistance Requested,FIN Summed by Year,FinSum: Framework Goals,NOBO TAGS,Agroforestry Economics,Aspirational Goals,ASP-Year,Landscape Type: A;;
Arkansas,Southeast,2022,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Arkansas,Southeast,2022,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Arkansas,Southeast,2022,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Arkansas,Southeast,2022,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Arkansas,Southeast,2022,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Arkansas,Southeast,2022,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Arkansas,Southeast,2022,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Arkansas,Southeast,2022,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Arkansas,Southeast,2022,332,Contour Buffer Strips,Supplemental,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0," Improve Water Quality (ag NPS), Reduce Soil Erosion",0,asp 2022,Cropland
Arkansas,Southeast,2022,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Arkansas,Southeast,2022,393,Filter Strip,Supplemental,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0," Improve Water Quality (ag NPS), Reduce Soil Erosion, Sustain Water Quantity",0,asp 2022,Cropland
Arkansas,Southeast,2022,472,Access Control,Supplemental,Acres,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,"Commodity Health/Value, Improve Forage (from higher biomass yields, higher quality forage and/or longer grazing season), Sustain Huntable Wildlife,  Improve Nutrient Management, Improve Soil Health,  Improve Water Quality (ag NPS), Reduce Soil Erosion, Sustain Water Quantity",0,asp 2022,Forest Land + Grassland
Arkansas,Southeast,2022,533,Pumping Plant,Supplemental,# of X ,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,,0,asp 2022,Grassland
Arkansas,Southeast,2022,550,Range Planting,Core,Acres,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,"Improve Forage (from higher biomass yields, higher quality forage and/or longer grazing season), Sustain Huntable Wildlife, Sustain Viewable Wildlife, Drought, Improve Soil Health,  Improve Water Quality (ag NPS), Increase Carbon Storage, Reduce Soil Erosion, Sustain Pollinators/Butterflies, Sustain Water Quantity",0,asp 2022,Grassland
Arkansas,Southeast,2022,574,Spring Development,Supplemental,# of X ,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0," Improve Water Quality (ag NPS), Sustain Water Quantity",0,asp 2022,Grassland
Arkansas,Southeast,2022,578,Stream Crossing,Supplemental,# of X ,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Arkansas,Southeast,2022,642,Water Well,Supplemental,# of X ,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Arkansas,Southeast,2022,340,Cover Crop,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Arkansas,Southeast,2022,342,Critical Area Planting,Supplemental,Acres,(not forest),Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Grassland + Cropland
Arkansas,Southeast,2022,380,Windbreak/Shelterbelt Establishment,Core,Feet,(not forest),Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Grassland + Cropland
Arkansas,Southeast,2022,391,Riparian Forest Buffer,Core,Acres,(not forest),Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Grassland + Cropland
Arkansas,Southeast,2022,511,Forest Harvest Management ,Core,Acres,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land
Delaware,Northeast,2022,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,"$20,000.00",0,0,0,0,asp 2022,Forest Land
Delaware,Northeast,2022,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land
Delaware,Northeast,2022,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Delaware,Northeast,2022,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Delaware,Northeast,2022,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Delaware,Northeast,2022,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Delaware,Northeast,2022,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Delaware,Northeast,2022,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Delaware,Northeast,2022,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Delaware,Northeast,2022,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Delaware,Northeast,2022,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Delaware,Northeast,2022,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Delaware,Northeast,2022,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Delaware,Northeast,2022,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Delaware,Northeast,2022,645,Upland Wildlife Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,5,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Delaware,Northeast,2022,647,Early Successional Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,5,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Delaware,Northeast,2022,647,Early Successional Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,5,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Delaware,Northeast,2022,380,Windbreak/Shelterbelt Establishment,Core,Feet,(not forest),Grasslands,Croplands,1500,FA-2022,0,,,0,0,0,asp 2022,Grassland + Cropland
Florida,Southeast,2022,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,$0.00,0,0,0,0,asp 2022,Forest Land
Florida,Southeast,2022,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land
Florida,Southeast,2022,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Florida,Southeast,2022,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Florida,Southeast,2022,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Florida,Southeast,2022,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Florida,Southeast,2022,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Florida,Southeast,2022,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Florida,Southeast,2022,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Florida,Southeast,2022,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Florida,Southeast,2022,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Florida,Southeast,2022,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Florida,Southeast,2022,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Florida,Southeast,2022,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Florida,Southeast,2022,647,Early Successional Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Georgia,Southeast,2022,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),5,FA-2022,0,"$200,000.00",0,0,0,0,asp 2022,Forest Land
Georgia,Southeast,2022,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),5,FA-2022,0,,,0,0,0,asp 2022,Forest Land
Georgia,Southeast,2022,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Georgia,Southeast,2022,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Georgia,Southeast,2022,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),5,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Georgia,Southeast,2022,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),5,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Georgia,Southeast,2022,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Georgia,Southeast,2022,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Georgia,Southeast,2022,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Georgia,Southeast,2022,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Georgia,Southeast,2022,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Georgia,Southeast,2022,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Georgia,Southeast,2022,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Georgia,Southeast,2022,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Illinois,Central,2022,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,"$150,000.00",100000,0,0,0,asp 2022,Forest Land
Illinois,Central,2022,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land
Illinois,Central,2022,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Illinois,Central,2022,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Illinois,Central,2022,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Illinois,Central,2022,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Illinois,Central,2022,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Illinois,Central,2022,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Illinois,Central,2022,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Illinois,Central,2022,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Illinois,Central,2022,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Illinois,Central,2022,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Illinois,Central,2022,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Illinois,Central,2022,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Indiana,Central,2022,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,$0.00,174100,0,0,0,asp 2022,Forest Land
Indiana,Central,2022,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land
Indiana,Central,2022,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Indiana,Central,2022,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Indiana,Central,2022,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Indiana,Central,2022,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Indiana,Central,2022,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Indiana,Central,2022,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Indiana,Central,2022,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Indiana,Central,2022,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Indiana,Central,2022,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Indiana,Central,2022,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Indiana,Central,2022,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Indiana,Central,2022,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Indiana,Central,2022,666,Early Successional Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Iowa,Central,2022,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),1,FA-2022,0,"$33,250.00",16625,0,0,0,asp 2022,Forest Land
Iowa,Central,2022,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land
Iowa,Central,2022,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Iowa,Central,2022,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Iowa,Central,2022,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Iowa,Central,2022,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Iowa,Central,2022,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Iowa,Central,2022,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Iowa,Central,2022,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Iowa,Central,2022,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Iowa,Central,2022,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,1,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Iowa,Central,2022,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Iowa,Central,2022,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Iowa,Central,2022,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Iowa,Central,2022,645,Upland Wildlife Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,6,FA-2022,0,,,0,0,3,asp 2022,Forest Land + Grassland + Cropland
Iowa,Central,2022,342,Critical Area Planting,Supplemental,Acres,(not forest),Grasslands,Croplands,14,FA-2022,0,,,0,0,7,asp 2022,Grassland + Cropland
Iowa,Central,2022,380,Windbreak/Shelterbelt Establishment,Supplemental,Feet,(not forest),Grasslands,Croplands,40,FA-2022,0,,,0,0,20,asp 2022,Grassland + Cropland
Iowa,Central,2022,647,Early Successional Habitat Management,Core,Acres,Forest Lands,Grasslands,Croplands,1,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Kansas,Central,2022,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,$0.00,0,0,0,0,asp 2022,Forest Land
Kansas,Central,2022,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land
Kansas,Central,2022,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Kansas,Central,2022,111,Grazing Management Plan - Applied,,Plan: Applied,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
Kansas,Central,2022,112,Prescribed Burning Plan - Written,,Plan: Written,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Kansas,Central,2022,113,Prescribed Burning Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland
Kansas,Central,2022,114,Integrated Pest Management Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Kansas,Central,2022,115,Integrated Pest Management Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Kansas,Central,2022,142,Fish and Wildlife Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Kansas,Central,2022,143,Fish and Wildlife Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Kansas,Central,2022,146,Pollinator Habitat Plan - Written,,Plan: Written,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Kansas,Central,2022,147,Pollinator Habitat Plan - Applied,,Plan: Applied,Forest Lands,Grasslands,Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Forest Land + Grassland + Cropland
Kansas,Central,2022,329,No Till ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Kansas,Central,2022,345,Reduced Tillage ,Core,Acres,(not forest),(not grassland),Croplands,0,FA-2022,0,,,0,0,0,asp 2022,Cropland
Kentucky,Southeast,2022,106,Forest Management Plan - Written,,Plan: Written,Forest Lands,(not grassland),((not cropland)),5,FA-2022,0,"$300,000.00",360000,0,0,7,asp 2022,Forest Land
Kentucky,Southeast,2022,107,Forest Management Plan - Applied,,Plan: Applied,Forest Lands,(not grassland),((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Forest Land
Kentucky,Southeast,2022,110,Grazing Management Plan - Written,,Plan: Written,(not forest),Grasslands,((not cropland)),0,FA-2022,0,,,0,0,0,asp 2022,Grassland
